date,state,temperature_c,rainfall_mm,humidity_percent,wind_speed_kmh
2022-04-11,Uttar Pradesh,38.6,4.9,85,7.0
2022-04-12,Delhi,37.5,4.6,73,7.2
2022-04-12,Maharashtra,35.8,3.4,62,11.3
2022-04-12,Karnataka,36.2,4.8,77,16.2
2022-04-12,Punjab,38.9,2.3,67,19.4
2022-04-12,Uttar Pradesh,37.8,2.5,86,15.4
2022-04-13,Delhi,37.0,4.4,85,8.2
2022-04-13,Maharashtra,39.8,0.2,77,7.4
2022-04-13,Karnataka,37.3,2.8,73,7.0
2022-04-13,Punjab,35.2,4.4,86,12.4
2022-04-13,Uttar Pradesh,36.7,3.3,85,10.2
2022-04-14,Delhi,35.8,1.4,90,20.0
2022-04-14,Maharashtra,39.2,3.6,75,5.2
2022-04-14,Karnataka,38.9,4.2,75,9.0
2022-04-14,Punjab,39.7,1.2,68,15.5
2022-04-14,Uttar Pradesh,39.6,4.7,79,6.0
2022-04-15,Delhi,36.1,3.8,64,7.0
2022-04-15,Maharashtra,37.9,1.6,63,15.0
2022-04-15,Karnataka,35.5,0.8,72,18.7
2022-04-15,Punjab,35.4,4.4,70,19.4
2022-04-15,Uttar Pradesh,36.4,2.3,68,10.0
2022-04-16,Delhi,39.0,1.8,83,6.5
2022-04-16,Maharashtra,36.9,4.7,83,13.7
2022-04-16,Karnataka,37.4,0.2,66,16.0
2022-04-16,Punjab,37.3,2.3,60,7.2
2022-04-16,Uttar Pradesh,36.1,0.8,74,8.1
2022-04-17,Delhi,35.5,1.6,77,19.3
2022-04-17,Maharashtra,38.9,0.3,78,15.8
2022-04-17,Karnataka,38.3,0.3,78,7.6
2022-04-17,Punjab,38.5,1.8,77,17.0
2022-04-17,Uttar Pradesh,34.7,3.0,61,16.7
2022-04-18,Delhi,37.0,4.9,78,15.5
2022-04-18,Maharashtra,35.1,3.5,62,19.8
2022-04-18,Karnataka,38.0,1.3,86,19.7
2022-04-18,Punjab,37.5,4.8,81,11.3
2022-04-18,Uttar Pradesh,35.0,4.4,61,5.3
2022-04-19,Delhi,37.8,0.4,75,7.3
2022-04-19,Maharashtra,37.4,4.0,70,18.2
2022-04-19,Karnataka,35.5,1.6,76,6.3
2022-04-19,Punjab,34.9,1.0,81,14.4
2022-04-19,Uttar Pradesh,37.3,4.0,89,13.1
2022-04-20,Delhi,37.5,4.9,82,12.5
2022-04-20,Maharashtra,37.7,0.9,65,5.1
2022-04-20,Karnataka,34.8,0.2,84,8.3
2022-04-20,Punjab,37.7,1.5,90,12.2
2022-04-20,Uttar Pradesh,36.7,3.6,76,13.9
2022-04-21,Delhi,39.2,0.7,81,5.3
2022-04-21,Maharashtra,35.7,0.8,80,12.4
2022-04-21,Karnataka,36.2,3.6,70,9.3
2022-04-21,Punjab,39.2,0.5,80,11.3
2022-04-21,Uttar Pradesh,36.8,1.8,88,10.7
2022-04-22,Delhi,37.3,1.9,67,8.3
2022-04-22,Maharashtra,37.5,2.9,83,7.9
2022-04-22,Karnataka,39.1,2.7,72,6.0
2022-04-22,Punjab,36.2,0.7,87,6.7
2022-04-22,Uttar Pradesh,35.5,1.4,77,11.5
2022-04-23,Delhi,38.3,3.9,74,17.7
2022-04-23,Maharashtra,38.0,1.2,77,9.9
2022-04-23,Karnataka,38.3,1.5,78,5.0
2022-04-23,Punjab,36.1,3.1,76,11.8
2022-04-23,Uttar Pradesh,38.9,1.8,83,15.6
2022-04-24,Delhi,36.8,3.5,84,9.1
2022-04-24,Maharashtra,36.4,2.5,78,18.4
2022-04-24,Karnataka,37.9,0.4,73,10.9
2022-04-24,Punjab,37.1,2.7,74,19.1
2022-04-24,Uttar Pradesh,38.1,3.3,84,19.5
2022-04-25,Delhi,36.3,3.4,67,10.4
2022-04-25,Maharashtra,35.1,1.4,79,16.6
2022-04-25,Karnataka,36.7,1.4,78,18.2
2022-04-25,Punjab,38.0,0.6,87,18.5
2022-04-25,Uttar Pradesh,37.3,4.6,77,9.3
2022-04-26,Delhi,36.8,1.6,71,10.0
2022-04-26,Maharashtra,38.3,0.6,82,19.1
2022-04-26,Karnataka,36.2,1.3,85,10.0
2022-04-26,Punjab,34.4,1.6,86,12.9
2022-04-26,Uttar Pradesh,34.8,3.2,75,18.6
2022-04-27,Delhi,36.6,1.6,74,11.8
2022-04-27,Maharashtra,36.8,2.9,74,19.1
2022-04-27,Karnataka,35.6,3.2,88,9.6
2022-04-27,Punjab,34.4,1.7,68,15.5
2022-04-27,Uttar Pradesh,34.7,3.6,82,12.1
2022-04-28,Delhi,35.6,4.6,66,9.3
2022-04-28,Maharashtra,34.3,0.2,73,17.9
2022-04-28,Karnataka,38.9,4.3,78,19.8
2022-04-28,Punjab,38.2,1.9,68,6.4
2022-04-28,Uttar Pradesh,35.7,3.9,78,16.5
2022-04-29,Delhi,35.3,3.3,78,10.8
2022-04-29,Maharashtra,38.9,4.6,75,19.4
2022-04-29,Karnataka,35.9,3.9,86,19.9
2022-04-29,Punjab,37.4,3.0,61,6.5
2022-04-29,Uttar Pradesh,36.5,2.5,83,12.1
2022-04-30,Delhi,37.3,2.2,62,15.8
2022-04-30,Maharashtra,36.4,2.6,81,9.8
2022-04-30,Karnataka,34.4,0.7,64,12.4
2022-04-30,Punjab,34.7,4.8,79,19.1
2022-04-30,Uttar Pradesh,35.8,2.2,85,7.9
2022-05-01,Delhi,37.3,3.6,81,17.5
2022-05-01,Maharashtra,38.5,3.4,62,11.7
2022-05-01,Karnataka,33.8,0.2,66,8.7
2022-05-01,Punjab,35.2,4.6,70,7.4
2022-05-01,Uttar Pradesh,34.3,2.0,85,15.2
2022-05-02,Delhi,34.5,3.6,72,18.2
2022-05-02,Maharashtra,37.9,4.8,67,6.4
2022-05-02,Karnataka,38.2,3.6,90,15.7
2022-05-02,Punjab,37.0,0.3,75,13.5
2022-05-02,Uttar Pradesh,34.3,4.6,63,13.3
2022-05-03,Delhi,37.5,1.3,63,6.7
2022-05-03,Maharashtra,36.5,1.9,81,11.4
2022-05-03,Karnataka,37.4,2.4,90,9.7
2022-05-03,Punjab,33.8,4.4,86,5.7
2022-05-03,Uttar Pradesh,38.0,2.1,64,10.1
2022-05-04,Delhi,37.0,1.0,72,8.6
2022-05-04,Maharashtra,36.5,3.6,82,5.0
2022-05-04,Karnataka,38.3,0.9,70,7.2
2022-05-04,Punjab,35.6,2.6,78,18.5
2022-05-04,Uttar Pradesh,36.3,2.5,70,12.9
2022-05-05,Delhi,37.0,4.1,78,8.5
2022-05-05,Maharashtra,35.1,0.4,86,15.4
2022-05-05,Karnataka,34.0,3.3,62,9.0
2022-05-05,Punjab,35.6,4.8,80,18.7
2022-05-05,Uttar Pradesh,36.2,3.2,62,14.6
2022-05-06,Delhi,34.3,4.3,76,15.5
2022-05-06,Maharashtra,34.8,1.5,61,15.0
2022-05-06,Karnataka,35.2,2.7,68,17.5
2022-05-06,Punjab,33.9,4.0,79,15.9
2022-05-06,Uttar Pradesh,35.8,4.6,62,10.5
2022-05-07,Delhi,33.2,2.5,62,11.7
2022-05-07,Maharashtra,34.7,1.0,81,17.1
2022-05-07,Karnataka,36.6,3.9,80,13.6
2022-05-07,Punjab,35.3,3.1,85,7.0
2022-05-07,Uttar Pradesh,34.5,3.9,78,16.7
2022-05-08,Delhi,36.4,3.3,86,17.5
2022-05-08,Maharashtra,33.3,1.4,72,7.3
2022-05-08,Karnataka,35.4,2.1,85,14.0
2022-05-08,Punjab,37.3,0.7,63,16.5
2022-05-08,Uttar Pradesh,34.7,0.4,82,18.8
2022-05-09,Delhi,37.3,2.1,65,19.7
2022-05-09,Maharashtra,35.7,2.3,84,18.0
2022-05-09,Karnataka,37.1,2.5,63,12.9
2022-05-09,Punjab,33.1,0.6,87,10.4
2022-05-09,Uttar Pradesh,34.8,2.0,70,14.8
2022-05-10,Delhi,33.6,2.4,71,16.5
2022-05-10,Maharashtra,35.1,4.9,68,16.2
2022-05-10,Karnataka,35.8,2.1,73,18.8
2022-05-10,Punjab,35.7,4.8,77,12.1
2022-05-10,Uttar Pradesh,36.7,4.2,77,17.7
2022-05-11,Delhi,37.7,0.5,66,12.7
2022-05-11,Maharashtra,35.1,4.5,68,18.5
2022-05-11,Karnataka,33.8,2.1,81,15.8
2022-05-11,Punjab,35.4,2.2,81,8.5
2022-05-11,Uttar Pradesh,35.0,3.1,77,14.9
2022-05-12,Delhi,36.0,0.9,67,14.3
2022-05-12,Maharashtra,35.5,2.5,83,16.0
2022-05-12,Karnataka,34.1,4.3,79,19.2
2022-05-12,Punjab,33.9,0.3,83,13.4
2022-05-12,Uttar Pradesh,35.6,1.7,80,8.5
2022-05-13,Delhi,35.1,1.8,86,13.2
2022-05-13,Maharashtra,32.8,0.7,66,18.3
2022-05-13,Karnataka,35.3,3.8,66,17.1
2022-05-13,Punjab,34.1,1.5,86,6.5
2022-05-13,Uttar Pradesh,37.5,1.2,88,16.0
2022-05-14,Delhi,36.1,0.5,85,17.3
2022-05-14,Maharashtra,36.8,0.8,78,16.5
2022-05-14,Karnataka,37.3,2.0,74,12.2
2022-05-14,Punjab,36.2,1.0,64,18.7
2022-05-14,Uttar Pradesh,34.3,1.1,82,7.4
2022-05-15,Delhi,33.2,3.7,82,9.2
2022-05-15,Maharashtra,32.9,0.2,78,18.2
2022-05-15,Karnataka,33.8,0.9,79,13.3
2022-05-15,Punjab,35.7,4.0,75,17.1
2022-05-15,Uttar Pradesh,34.3,3.5,63,13.2
2022-05-16,Delhi,35.7,4.5,64,17.6
2022-05-16,Maharashtra,32.4,5.0,88,6.2
2022-05-16,Karnataka,36.3,0.9,74,15.4
2022-05-16,Punjab,35.2,1.3,75,15.6
2022-05-16,Uttar Pradesh,32.2,4.8,86,15.9
2022-05-17,Delhi,33.3,5.0,67,10.1
2022-05-17,Maharashtra,32.5,2.2,75,14.4
2022-05-17,Karnataka,32.7,1.6,64,13.1
2022-05-17,Punjab,32.8,3.2,84,17.9
2022-05-17,Uttar Pradesh,37.0,4.3,74,10.9
2022-05-18,Delhi,34.6,0.4,67,18.5
2022-05-18,Maharashtra,33.2,4.3,84,7.3
2022-05-18,Karnataka,34.2,2.0,70,16.8
2022-05-18,Punjab,34.3,1.3,78,16.9
2022-05-18,Uttar Pradesh,34.6,0.3,61,8.9
2022-05-19,Delhi,32.0,3.3,62,8.3
2022-05-19,Maharashtra,34.4,2.8,67,17.1
2022-05-19,Karnataka,32.7,3.4,68,7.6
2022-05-19,Punjab,32.5,1.7,86,11.8
2022-05-19,Uttar Pradesh,32.9,3.2,83,14.8
2022-05-20,Delhi,34.5,1.5,78,11.9
2022-05-20,Maharashtra,33.6,4.8,79,11.5
2022-05-20,Karnataka,31.7,2.0,68,6.9
2022-05-20,Punjab,33.2,4.4,73,5.8
2022-05-20,Uttar Pradesh,32.4,4.2,70,6.3
2022-05-21,Delhi,36.0,4.7,62,8.9
2022-05-21,Maharashtra,34.8,3.9,86,5.4
2022-05-21,Karnataka,32.6,2.3,80,8.0
2022-05-21,Punjab,32.2,3.8,81,9.5
2022-05-21,Uttar Pradesh,34.6,1.9,86,15.1
2022-05-22,Delhi,34.7,3.6,67,12.8
2022-05-22,Maharashtra,34.8,2.8,89,18.6
2022-05-22,Karnataka,34.6,2.9,73,14.5
2022-05-22,Punjab,32.8,2.5,85,8.4
2022-05-22,Uttar Pradesh,34.6,3.3,81,11.0
2022-05-23,Delhi,36.1,4.4,61,5.6
2022-05-23,Maharashtra,36.1,2.8,86,11.5
2022-05-23,Karnataka,35.5,2.2,74,14.7
2022-05-23,Punjab,32.1,0.3,78,13.2
2022-05-23,Uttar Pradesh,35.3,0.7,69,12.2
2022-05-24,Delhi,36.1,0.7,60,11.3
2022-05-24,Maharashtra,33.2,3.9,64,9.5
2022-05-24,Karnataka,34.5,4.2,68,11.3
2022-05-24,Punjab,34.4,3.3,76,7.2
2022-05-24,Uttar Pradesh,35.6,4.1,69,9.8
2022-05-25,Delhi,35.6,3.2,70,8.4
2022-05-25,Maharashtra,33.2,0.3,82,6.9
2022-05-25,Karnataka,35.3,4.6,62,7.0
2022-05-25,Punjab,33.1,1.9,84,17.8
2022-05-25,Uttar Pradesh,34.8,2.6,75,16.7
2022-05-26,Delhi,35.7,3.5,84,9.3
2022-05-26,Maharashtra,35.3,3.0,74,10.1
2022-05-26,Karnataka,30.9,3.5,64,16.0
2022-05-26,Punjab,33.6,3.8,72,15.5
2022-05-26,Uttar Pradesh,32.5,3.6,63,18.6
2022-05-27,Delhi,33.6,0.5,85,14.8
2022-05-27,Maharashtra,35.1,2.6,77,17.0
2022-05-27,Karnataka,33.0,3.8,76,12.5
2022-05-27,Punjab,32.0,4.5,82,6.1
2022-05-27,Uttar Pradesh,34.7,0.4,80,10.7
2022-05-28,Delhi,32.0,1.7,65,13.8
2022-05-28,Maharashtra,32.3,4.2,68,15.5
2022-05-28,Karnataka,34.2,3.8,76,5.4
2022-05-28,Punjab,33.4,4.3,65,6.7
2022-05-28,Uttar Pradesh,31.6,2.2,77,11.4
2022-05-29,Delhi,32.0,3.5,76,7.8
2022-05-29,Maharashtra,33.5,0.3,88,19.2
2022-05-29,Karnataka,34.0,2.3,85,13.3
2022-05-29,Punjab,34.4,0.1,68,6.2
2022-05-29,Uttar Pradesh,34.1,2.8,85,12.7
2022-05-30,Delhi,33.3,1.7,64,6.4
2022-05-30,Maharashtra,30.7,3.4,76,16.5
2022-05-30,Karnataka,31.6,4.7,76,17.4
2022-05-30,Punjab,31.1,0.0,85,8.0
2022-05-30,Uttar Pradesh,34.8,3.9,76,10.5
2022-05-31,Delhi,33.3,0.1,69,12.2
2022-05-31,Maharashtra,32.0,1.3,66,18.1
2022-05-31,Karnataka,34.7,4.6,65,18.5
2022-05-31,Punjab,34.7,1.8,88,17.9
2022-05-31,Uttar Pradesh,33.7,2.4,80,5.1
2022-06-01,Delhi,31.2,0.2,72,18.7
2022-06-01,Maharashtra,31.1,3.4,81,6.5
2022-06-01,Karnataka,32.9,2.2,61,6.7
2022-06-01,Punjab,33.8,2.4,83,10.4
2022-06-01,Uttar Pradesh,32.1,0.8,90,10.8
2022-06-02,Delhi,30.2,4.8,89,11.7
2022-06-02,Maharashtra,32.8,2.7,62,14.8
2022-06-02,Karnataka,31.6,4.7,70,18.9
2022-06-02,Punjab,31.0,3.3,62,5.2
2022-06-02,Uttar Pradesh,30.9,3.0,79,19.0
2022-06-03,Delhi,32.8,4.6,66,13.0
2022-06-03,Maharashtra,33.0,4.5,84,19.1
2022-06-03,Karnataka,31.1,2.5,89,8.4
2022-06-03,Punjab,33.2,4.8,69,12.2
2022-06-03,Uttar Pradesh,30.4,4.8,67,15.8
2022-06-04,Delhi,32.7,2.0,82,15.5
2022-06-04,Maharashtra,32.7,3.0,67,7.0
2022-06-04,Karnataka,31.6,2.1,68,10.0
2022-06-04,Punjab,33.9,3.7,66,13.5
2022-06-04,Uttar Pradesh,34.5,2.8,63,8.3
2022-06-05,Delhi,30.6,0.5,81,16.9
2022-06-05,Maharashtra,32.0,4.4,61,9.3
2022-06-05,Karnataka,30.2,2.7,84,16.3
2022-06-05,Punjab,34.3,4.1,74,11.5
2022-06-05,Uttar Pradesh,32.2,4.3,78,17.0
2022-06-06,Delhi,33.5,1.4,88,11.9
2022-06-06,Maharashtra,31.2,2.4,81,12.0
2022-06-06,Karnataka,31.9,3.8,84,5.7
2022-06-06,Punjab,32.2,2.9,77,14.8
2022-06-06,Uttar Pradesh,32.4,4.5,88,7.4
2022-06-07,Delhi,29.2,0.9,81,11.5
2022-06-07,Maharashtra,30.5,4.7,78,11.4
2022-06-07,Karnataka,30.9,1.1,89,17.0
2022-06-07,Punjab,33.6,2.0,71,5.1
2022-06-07,Uttar Pradesh,31.1,1.8,89,9.5
2022-06-08,Delhi,33.9,2.9,78,17.8
2022-06-08,Maharashtra,32.7,4.7,81,5.4
2022-06-08,Karnataka,29.0,0.3,81,15.3
2022-06-08,Punjab,33.0,4.0,64,8.7
2022-06-08,Uttar Pradesh,29.6,4.4,64,7.2
2022-06-09,Delhi,29.4,0.8,69,5.8
2022-06-09,Maharashtra,33.0,4.7,61,13.0
2022-06-09,Karnataka,29.9,2.7,64,15.2
2022-06-09,Punjab,31.9,4.0,70,8.5
2022-06-09,Uttar Pradesh,29.0,3.9,77,8.4
2022-06-10,Delhi,33.4,3.1,81,6.4
2022-06-10,Maharashtra,29.5,1.4,89,19.5
2022-06-10,Karnataka,31.9,0.2,82,6.6
2022-06-10,Punjab,31.3,3.9,83,13.0
2022-06-10,Uttar Pradesh,33.1,4.2,81,15.5
2022-06-11,Delhi,32.2,1.9,67,7.2
2022-06-11,Maharashtra,30.6,1.5,67,6.0
2022-06-11,Karnataka,30.1,2.3,86,17.6
2022-06-11,Punjab,31.8,4.0,84,19.4
2022-06-11,Uttar Pradesh,28.9,4.5,79,10.1
2022-06-12,Delhi,29.3,0.3,71,16.7
2022-06-12,Maharashtra,32.2,0.0,69,11.1
2022-06-12,Karnataka,30.1,2.2,87,13.8
2022-06-12,Punjab,28.6,4.2,87,13.7
2022-06-12,Uttar Pradesh,32.5,1.8,67,13.2
2022-06-13,Delhi,28.2,0.0,89,11.3
2022-06-13,Maharashtra,28.3,2.5,78,16.7
2022-06-13,Karnataka,32.7,2.1,82,11.0
2022-06-13,Punjab,30.9,4.2,64,16.6
2022-06-13,Uttar Pradesh,29.0,3.9,76,11.6
2022-06-14,Delhi,32.5,3.3,62,9.2
2022-06-14,Maharashtra,30.7,4.3,89,11.1
2022-06-14,Karnataka,29.2,1.8,84,5.0
2022-06-14,Punjab,30.2,0.7,85,18.5
2022-06-14,Uttar Pradesh,29.8,0.5,82,6.0
2022-06-15,Delhi,32.6,1.1,89,9.0
2022-06-15,Maharashtra,29.3,4.3,89,13.9
2022-06-15,Karnataka,29.6,4.9,77,10.3
2022-06-15,Punjab,29.1,1.3,82,16.0
2022-06-15,Uttar Pradesh,30.8,3.5,66,6.0
2022-06-16,Delhi,30.6,1.5,65,15.2
2022-06-16,Maharashtra,30.1,4.9,79,18.2
2022-06-16,Karnataka,30.6,2.0,79,13.8
2022-06-16,Punjab,30.5,3.7,74,16.6
2022-06-16,Uttar Pradesh,32.6,3.7,87,5.0
2022-06-17,Delhi,31.6,5.0,78,8.8
2022-06-17,Maharashtra,28.0,1.3,84,10.3
2022-06-17,Karnataka,27.7,0.5,73,6.8
2022-06-17,Punjab,31.2,5.0,75,6.7
2022-06-17,Uttar Pradesh,28.3,2.2,80,12.9
2022-06-18,Delhi,27.5,3.2,82,5.6
2022-06-18,Maharashtra,30.6,1.8,66,9.5
2022-06-18,Karnataka,28.2,4.3,86,19.9
2022-06-18,Punjab,27.9,4.3,72,10.1
2022-06-18,Uttar Pradesh,29.4,2.1,83,13.8
2022-06-19,Delhi,28.3,1.3,70,16.5
2022-06-19,Maharashtra,30.0,3.4,71,13.6
2022-06-19,Karnataka,31.4,1.5,64,17.6
2022-06-19,Punjab,28.7,3.4,77,5.6
2022-06-19,Uttar Pradesh,31.0,0.4,82,5.6
2022-06-20,Delhi,31.8,1.5,70,6.7
2022-06-20,Maharashtra,27.8,4.1,60,9.1
2022-06-20,Karnataka,31.2,1.0,78,19.8
2022-06-20,Punjab,31.8,3.1,75,15.0
2022-06-20,Uttar Pradesh,29.3,0.7,76,10.3
2022-06-21,Delhi,31.0,2.3,74,8.5
2022-06-21,Maharashtra,27.8,2.9,89,13.8
2022-06-21,Karnataka,30.2,3.6,81,13.4
2022-06-21,Punjab,29.2,2.6,88,17.0
2022-06-21,Uttar Pradesh,27.8,0.4,82,7.5
2022-06-22,Delhi,27.8,0.7,88,19.4
2022-06-22,Maharashtra,27.1,4.2,88,17.4
2022-06-22,Karnataka,27.7,0.2,71,18.7
2022-06-22,Punjab,30.6,4.1,70,17.8
2022-06-22,Uttar Pradesh,29.1,4.1,69,9.3
2022-06-23,Delhi,29.2,0.1,82,18.1
2022-06-23,Maharashtra,29.1,4.7,84,5.6
2022-06-23,Karnataka,30.8,3.8,84,19.4
2022-06-23,Punjab,28.9,4.2,70,14.3
2022-06-23,Uttar Pradesh,28.9,3.3,70,14.8
2022-06-24,Delhi,31.2,4.1,78,6.1
2022-06-24,Maharashtra,30.7,3.4,70,15.0
2022-06-24,Karnataka,29.1,3.5,70,7.4
2022-06-24,Punjab,26.9,2.2,75,8.1
2022-06-24,Uttar Pradesh,29.3,4.4,79,7.9
2022-06-25,Delhi,29.5,1.8,68,18.4
2022-06-25,Maharashtra,28.3,4.2,86,11.5
2022-06-25,Karnataka,27.5,4.8,84,9.8
2022-06-25,Punjab,29.9,4.0,70,5.8
2022-06-25,Uttar Pradesh,26.6,3.3,71,18.3
2022-06-26,Delhi,30.0,0.4,80,8.7
2022-06-26,Maharashtra,27.5,3.7,73,7.4
2022-06-26,Karnataka,29.0,4.0,85,7.5
2022-06-26,Punjab,29.0,3.2,61,5.6
2022-06-26,Uttar Pradesh,27.7,4.5,65,16.7
2022-06-27,Delhi,30.4,4.8,69,6.3
2022-06-27,Maharashtra,25.9,3.6,77,11.4
2022-06-27,Karnataka,25.9,3.5,72,6.3
2022-06-27,Punjab,29.5,0.3,63,13.4
2022-06-27,Uttar Pradesh,26.8,4.9,85,8.6
2022-06-28,Delhi,25.9,0.1,81,18.8
2022-06-28,Maharashtra,30.5,2.7,71,7.1
2022-06-28,Karnataka,26.8,2.2,86,19.1
2022-06-28,Punjab,27.9,5.0,64,11.1
2022-06-28,Uttar Pradesh,27.6,4.4,83,12.7
2022-06-29,Delhi,26.2,4.8,78,7.3
2022-06-29,Maharashtra,28.2,2.4,76,9.3
2022-06-29,Karnataka,26.9,3.8,86,13.8
2022-06-29,Punjab,27.2,3.0,85,16.4
2022-06-29,Uttar Pradesh,29.6,0.8,68,10.0
2022-06-30,Delhi,29.4,0.5,84,6.0
2022-06-30,Maharashtra,28.1,2.9,60,12.1
2022-06-30,Karnataka,27.3,1.2,70,13.0
2022-06-30,Punjab,26.5,0.8,89,9.4
2022-06-30,Uttar Pradesh,29.2,1.2,63,17.3
2022-07-01,Delhi,29.8,3.8,75,13.2
2022-07-01,Maharashtra,28.8,1.4,61,10.5
2022-07-01,Karnataka,28.6,0.9,73,11.8
2022-07-01,Punjab,26.6,4.6,84,14.0
2022-07-01,Uttar Pradesh,26.7,3.1,70,13.7
2022-07-02,Delhi,28.7,13.0,82,17.0
2022-07-02,Maharashtra,27.6,12.9,66,17.4
2022-07-02,Karnataka,26.6,14.0,83,15.8
2022-07-02,Punjab,25.2,8.6,81,17.8
2022-07-02,Uttar Pradesh,27.3,2.0,82,10.5
2022-07-03,Delhi,24.9,15.1,72,13.8
2022-07-03,Maharashtra,25.3,12.5,77,11.6
2022-07-03,Karnataka,25.3,9.1,69,15.3
2022-07-03,Punjab,29.2,16.6,76,16.0
2022-07-03,Uttar Pradesh,27.1,18.1,63,16.2
2022-07-04,Delhi,27.7,16.6,80,16.4
2022-07-04,Maharashtra,29.4,10.4,65,18.4
2022-07-04,Karnataka,26.8,7.9,78,19.5
2022-07-04,Punjab,25.4,9.7,80,16.7
2022-07-04,Uttar Pradesh,27.5,8.7,64,12.3
2022-07-05,Delhi,25.8,19.6,82,13.4
2022-07-05,Maharashtra,25.1,8.8,66,13.8
2022-07-05,Karnataka,29.0,16.1,81,7.9
2022-07-05,Punjab,27.2,19.5,64,10.5
2022-07-05,Uttar Pradesh,25.5,11.5,76,16.9
2022-07-06,Delhi,27.9,9.4,73,13.3
2022-07-06,Maharashtra,28.0,6.9,62,13.7
2022-07-06,Karnataka,26.8,20.0,89,9.3
2022-07-06,Punjab,24.3,12.9,86,13.7
2022-07-06,Uttar Pradesh,27.9,19.2,63,6.1
2022-07-07,Delhi,25.4,11.6,67,6.2
2022-07-07,Maharashtra,24.7,19.2,81,14.3
2022-07-07,Karnataka,25.1,18.7,70,13.6
2022-07-07,Punjab,26.2,13.8,73,10.1
2022-07-07,Uttar Pradesh,29.0,17.4,83,7.9
2022-07-08,Delhi,27.5,6.4,69,7.5
2022-07-08,Maharashtra,27.0,19.0,84,16.8
2022-07-08,Karnataka,26.5,11.5,79,9.7
2022-07-08,Punjab,28.5,11.4,86,18.5
2022-07-08,Uttar Pradesh,24.2,17.9,69,12.4
2022-07-09,Delhi,24.2,1.3,81,19.8
2022-07-09,Maharashtra,27.4,16.4,84,7.9
2022-07-09,Karnataka,27.1,19.6,77,8.0
2022-07-09,Punjab,24.1,16.5,66,13.5
2022-07-09,Uttar Pradesh,27.9,17.5,67,8.1
2022-07-10,Delhi,25.5,4.3,82,14.4
2022-07-10,Maharashtra,25.5,6.9,72,15.2
2022-07-10,Karnataka,25.1,1.4,80,18.8
2022-07-10,Punjab,25.9,11.1,72,16.9
2022-07-10,Uttar Pradesh,24.0,10.2,87,18.4
2022-07-11,Delhi,28.1,19.5,82,16.8
2022-07-11,Maharashtra,25.2,17.8,65,5.9
2022-07-11,Karnataka,27.1,4.5,76,12.3
2022-07-11,Punjab,27.1,5.4,78,7.7
2022-07-11,Uttar Pradesh,25.3,11.4,75,17.7
2022-07-12,Delhi,25.7,15.3,67,12.2
2022-07-12,Maharashtra,23.5,13.5,68,15.5
2022-07-12,Karnataka,23.3,11.3,64,14.5
2022-07-12,Punjab,24.9,2.1,79,13.2
2022-07-12,Uttar Pradesh,23.6,10.7,86,12.0
2022-07-13,Delhi,26.2,18.2,69,10.9
2022-07-13,Maharashtra,27.9,13.9,72,5.7
2022-07-13,Karnataka,25.2,15.5,69,20.0
2022-07-13,Punjab,26.3,11.8,64,17.3
2022-07-13,Uttar Pradesh,26.0,6.3,81,14.5
2022-07-14,Delhi,24.3,7.7,74,8.1
2022-07-14,Maharashtra,23.7,12.2,76,11.8
2022-07-14,Karnataka,24.7,9.9,68,16.2
2022-07-14,Punjab,27.7,6.8,70,12.4
2022-07-14,Uttar Pradesh,22.9,18.5,89,12.9
2022-07-15,Delhi,25.7,7.9,62,17.8
2022-07-15,Maharashtra,24.1,9.4,83,14.7
2022-07-15,Karnataka,26.0,15.6,86,9.7
2022-07-15,Punjab,23.5,14.8,83,19.6
2022-07-15,Uttar Pradesh,23.8,15.7,74,10.2
2022-07-16,Delhi,22.6,1.6,82,9.0
2022-07-16,Maharashtra,24.1,11.0,77,11.4
2022-07-16,Karnataka,25.8,10.0,72,5.9
2022-07-16,Punjab,22.9,19.6,80,14.3
2022-07-16,Uttar Pradesh,25.7,8.3,66,8.7
2022-07-17,Delhi,23.5,9.2,65,14.2
2022-07-17,Maharashtra,27.3,17.5,86,19.2
2022-07-17,Karnataka,24.9,5.5,70,9.6
2022-07-17,Punjab,24.7,6.3,88,10.5
2022-07-17,Uttar Pradesh,23.6,6.8,87,16.1
2022-07-18,Delhi,24.0,18.9,69,9.7
2022-07-18,Maharashtra,24.3,17.1,71,12.4
2022-07-18,Karnataka,22.5,11.7,72,12.8
2022-07-18,Punjab,22.5,8.4,72,18.0
2022-07-18,Uttar Pradesh,26.7,10.8,87,9.3
2022-07-19,Delhi,25.8,5.3,74,13.7
2022-07-19,Maharashtra,23.7,8.5,90,14.7
2022-07-19,Karnataka,26.2,10.3,61,9.8
2022-07-19,Punjab,22.7,16.1,87,18.8
2022-07-19,Uttar Pradesh,22.7,2.9,80,15.5
2022-07-20,Delhi,26.8,0.4,69,18.8
2022-07-20,Maharashtra,23.7,13.7,83,12.4
2022-07-20,Karnataka,25.8,7.8,79,13.8
2022-07-20,Punjab,24.4,3.7,87,8.8
2022-07-20,Uttar Pradesh,23.9,9.2,79,15.1
2022-07-21,Delhi,21.9,1.4,86,12.8
2022-07-21,Maharashtra,23.4,10.1,66,11.9
2022-07-21,Karnataka,23.5,0.3,75,13.9
2022-07-21,Punjab,26.0,9.5,85,17.6
