date,crop,market,state,city,price_per_kg,quantity_traded,quality_grade
2022-04-12,Soybean,Vashi Market,Maharashtra,Mumbai,50.14,8011,A
2022-04-12,Soybean,Yeshwanthpur,Karnataka,Bangalore,44.71,11789,C
2022-04-12,Soybean,Ludhiana Mandi,Punjab,Ludhiana,45.29,4339,A
2022-04-12,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,50.38,10566,C
2022-04-13,Tomato,Azadpur Mandi,Delhi,Delhi,27.91,2425,C
2022-04-13,Tomato,Vashi Market,Maharashtra,Mumbai,32.92,6812,A
2022-04-13,Tomato,Yeshwanthpur,Karnataka,Bangalore,33.19,7181,B
2022-04-13,Tomato,Ludhiana Mandi,Punjab,Ludhiana,33.25,9438,A
2022-04-13,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,29.73,8769,B
2022-04-13,Onion,Azadpur Mandi,Delhi,Delhi,39.39,11952,B
2022-04-13,Onion,Vashi Market,Maharashtra,Mumbai,38.68,4724,C
2022-04-13,Onion,Yeshwanthpur,Karnataka,Bangalore,36.31,6784,C
2022-04-13,Onion,Ludhiana Mandi,Punjab,Ludhiana,36.20,10988,A
2022-04-13,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,39.21,11436,C
2022-04-13,Potato,Azadpur Mandi,Delhi,Delhi,23.31,7814,A
2022-04-13,Potato,Vashi Market,Maharashtra,Mumbai,23.15,11382,C
2022-04-13,Potato,Yeshwanthpur,Karnataka,Bangalore,21.73,4424,A
2022-04-13,Potato,Ludhiana Mandi,Punjab,Ludhiana,22.60,11414,B
2022-04-13,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,21.25,11188,C
2022-04-13,Wheat,Azadpur Mandi,Delhi,Delhi,28.93,2014,B
2022-04-13,Wheat,Vashi Market,Maharashtra,Mumbai,26.06,6749,B
2022-04-13,Wheat,Yeshwanthpur,Karnataka,Bangalore,24.80,5663,B
2022-04-13,Wheat,Ludhiana Mandi,Punjab,Ludhiana,25.17,7231,A
2022-04-13,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,26.26,10859,C
2022-04-13,Rice,Azadpur Mandi,Delhi,Delhi,31.00,4482,A
2022-04-13,Rice,Vashi Market,Maharashtra,Mumbai,31.66,4952,A
2022-04-13,Rice,Yeshwanthpur,Karnataka,Bangalore,32.29,3031,B
2022-04-13,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.75,7938,B
2022-04-13,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,34.51,11707,B
2022-04-13,Cotton,Azadpur Mandi,Delhi,Delhi,62.75,5462,C
2022-04-13,Cotton,Vashi Market,Maharashtra,Mumbai,63.40,7362,C
2022-04-13,Cotton,Yeshwanthpur,Karnataka,Bangalore,60.73,9735,A
2022-04-13,Cotton,Ludhiana Mandi,Punjab,Ludhiana,59.24,4265,A
2022-04-13,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,59.75,11948,A
2022-04-13,Soybean,Azadpur Mandi,Delhi,Delhi,45.33,10240,B
2022-04-13,Soybean,Vashi Market,Maharashtra,Mumbai,45.30,4525,B
2022-04-13,Soybean,Yeshwanthpur,Karnataka,Bangalore,46.98,7977,B
2022-04-13,Soybean,Ludhiana Mandi,Punjab,Ludhiana,46.68,9602,B
2022-04-13,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,48.68,2461,B
2022-04-14,Tomato,Azadpur Mandi,Delhi,Delhi,30.16,10875,B
2022-04-14,Tomato,Vashi Market,Maharashtra,Mumbai,32.99,2805,C
2022-04-14,Tomato,Yeshwanthpur,Karnataka,Bangalore,31.54,9484,C
2022-04-14,Tomato,Ludhiana Mandi,Punjab,Ludhiana,31.37,5354,A
2022-04-14,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,31.22,6116,C
2022-04-14,Onion,Azadpur Mandi,Delhi,Delhi,37.79,4252,B
2022-04-14,Onion,Vashi Market,Maharashtra,Mumbai,35.68,6355,A
2022-04-14,Onion,Yeshwanthpur,Karnataka,Bangalore,38.40,3405,C
2022-04-14,Onion,Ludhiana Mandi,Punjab,Ludhiana,38.81,3283,C
2022-04-14,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,36.77,10245,B
2022-04-14,Potato,Azadpur Mandi,Delhi,Delhi,23.24,11998,C
2022-04-14,Potato,Vashi Market,Maharashtra,Mumbai,21.30,7854,B
2022-04-14,Potato,Yeshwanthpur,Karnataka,Bangalore,22.51,6453,A
2022-04-14,Potato,Ludhiana Mandi,Punjab,Ludhiana,25.26,6131,B
2022-04-14,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,22.02,9089,A
2022-04-14,Wheat,Azadpur Mandi,Delhi,Delhi,27.97,2038,B
2022-04-14,Wheat,Vashi Market,Maharashtra,Mumbai,25.53,8549,C
2022-04-14,Wheat,Yeshwanthpur,Karnataka,Bangalore,25.16,4438,A
2022-04-14,Wheat,Ludhiana Mandi,Punjab,Ludhiana,29.14,10998,A
2022-04-14,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,24.23,10927,A
2022-04-14,Rice,Azadpur Mandi,Delhi,Delhi,30.54,8593,A
2022-04-14,Rice,Vashi Market,Maharashtra,Mumbai,32.77,4781,A
2022-04-14,Rice,Yeshwanthpur,Karnataka,Bangalore,35.29,9900,B
2022-04-14,Rice,Ludhiana Mandi,Punjab,Ludhiana,35.14,2932,C
2022-04-14,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,36.26,3198,C
2022-04-14,Cotton,Azadpur Mandi,Delhi,Delhi,60.23,7568,B
2022-04-14,Cotton,Vashi Market,Maharashtra,Mumbai,62.62,8625,C
2022-04-14,Cotton,Yeshwanthpur,Karnataka,Bangalore,57.63,9566,C
2022-04-14,Cotton,Ludhiana Mandi,Punjab,Ludhiana,61.06,2958,B
2022-04-14,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,59.84,11686,B
2022-04-14,Soybean,Azadpur Mandi,Delhi,Delhi,47.91,6688,A
2022-04-14,Soybean,Vashi Market,Maharashtra,Mumbai,46.21,10999,C
2022-04-14,Soybean,Yeshwanthpur,Karnataka,Bangalore,46.59,7217,B
2022-04-14,Soybean,Ludhiana Mandi,Punjab,Ludhiana,47.07,5319,B
2022-04-14,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,44.73,3470,C
2022-04-15,Tomato,Azadpur Mandi,Delhi,Delhi,29.21,10117,C
2022-04-15,Tomato,Vashi Market,Maharashtra,Mumbai,33.04,4409,B
2022-04-15,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.85,3169,C
2022-04-15,Tomato,Ludhiana Mandi,Punjab,Ludhiana,30.78,6459,A
2022-04-15,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,30.78,6617,C
2022-04-15,Onion,Azadpur Mandi,Delhi,Delhi,38.60,3158,A
2022-04-15,Onion,Vashi Market,Maharashtra,Mumbai,37.29,5996,A
2022-04-15,Onion,Yeshwanthpur,Karnataka,Bangalore,40.36,4485,C
2022-04-15,Onion,Ludhiana Mandi,Punjab,Ludhiana,38.85,2134,B
2022-04-15,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,38.39,3865,B
2022-04-15,Potato,Azadpur Mandi,Delhi,Delhi,24.54,11974,C
2022-04-15,Potato,Vashi Market,Maharashtra,Mumbai,24.88,5837,B
2022-04-15,Potato,Yeshwanthpur,Karnataka,Bangalore,21.49,3933,A
2022-04-15,Potato,Ludhiana Mandi,Punjab,Ludhiana,24.17,2647,B
2022-04-15,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,23.31,3883,C
2022-04-15,Wheat,Azadpur Mandi,Delhi,Delhi,27.36,3114,C
2022-04-15,Wheat,Vashi Market,Maharashtra,Mumbai,28.42,6756,B
2022-04-15,Wheat,Yeshwanthpur,Karnataka,Bangalore,29.39,9865,A
2022-04-15,Wheat,Ludhiana Mandi,Punjab,Ludhiana,27.32,10107,B
2022-04-15,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,24.32,6203,A
2022-04-15,Rice,Azadpur Mandi,Delhi,Delhi,31.81,7364,B
2022-04-15,Rice,Vashi Market,Maharashtra,Mumbai,30.67,7135,C
2022-04-15,Rice,Yeshwanthpur,Karnataka,Bangalore,31.62,11209,A
2022-04-15,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.84,4484,B
2022-04-15,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,35.77,3571,A
2022-04-15,Cotton,Azadpur Mandi,Delhi,Delhi,58.64,10813,A
2022-04-15,Cotton,Vashi Market,Maharashtra,Mumbai,61.11,2053,A
2022-04-15,Cotton,Yeshwanthpur,Karnataka,Bangalore,61.96,11328,B
2022-04-15,Cotton,Ludhiana Mandi,Punjab,Ludhiana,59.36,9325,C
2022-04-15,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,63.28,6153,A
2022-04-15,Soybean,Azadpur Mandi,Delhi,Delhi,49.45,6596,C
2022-04-15,Soybean,Vashi Market,Maharashtra,Mumbai,50.30,6876,C
2022-04-15,Soybean,Yeshwanthpur,Karnataka,Bangalore,48.87,4554,C
2022-04-15,Soybean,Ludhiana Mandi,Punjab,Ludhiana,47.65,2622,B
2022-04-15,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.88,10413,C
2022-04-16,Tomato,Azadpur Mandi,Delhi,Delhi,27.87,5472,A
2022-04-16,Tomato,Vashi Market,Maharashtra,Mumbai,30.68,8385,B
2022-04-16,Tomato,Yeshwanthpur,Karnataka,Bangalore,31.86,3457,B
2022-04-16,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.54,6895,C
2022-04-16,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,30.34,4824,B
2022-04-16,Onion,Azadpur Mandi,Delhi,Delhi,37.03,10646,B
2022-04-16,Onion,Vashi Market,Maharashtra,Mumbai,36.10,9830,C
2022-04-16,Onion,Yeshwanthpur,Karnataka,Bangalore,35.74,5249,C
2022-04-16,Onion,Ludhiana Mandi,Punjab,Ludhiana,37.85,7005,C
2022-04-16,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,38.45,6407,A
2022-04-16,Potato,Azadpur Mandi,Delhi,Delhi,20.96,8933,A
2022-04-16,Potato,Vashi Market,Maharashtra,Mumbai,21.58,6083,B
2022-04-16,Potato,Yeshwanthpur,Karnataka,Bangalore,21.94,4873,C
2022-04-16,Potato,Ludhiana Mandi,Punjab,Ludhiana,22.56,3935,A
2022-04-16,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,25.09,6207,B
2022-04-16,Wheat,Azadpur Mandi,Delhi,Delhi,28.32,5862,B
2022-04-16,Wheat,Vashi Market,Maharashtra,Mumbai,24.10,10746,B
2022-04-16,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.94,10110,B
2022-04-16,Wheat,Ludhiana Mandi,Punjab,Ludhiana,28.56,2331,A
2022-04-16,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,26.54,6743,C
2022-04-16,Rice,Azadpur Mandi,Delhi,Delhi,30.63,4458,C
2022-04-16,Rice,Vashi Market,Maharashtra,Mumbai,36.18,11734,A
2022-04-16,Rice,Yeshwanthpur,Karnataka,Bangalore,30.74,10089,B
2022-04-16,Rice,Ludhiana Mandi,Punjab,Ludhiana,31.96,6188,B
2022-04-16,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,32.85,7916,C
2022-04-16,Cotton,Azadpur Mandi,Delhi,Delhi,62.37,4358,B
2022-04-16,Cotton,Vashi Market,Maharashtra,Mumbai,60.59,6356,C
2022-04-16,Cotton,Yeshwanthpur,Karnataka,Bangalore,63.27,8066,B
2022-04-16,Cotton,Ludhiana Mandi,Punjab,Ludhiana,62.19,9408,A
2022-04-16,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,61.26,6794,A
2022-04-16,Soybean,Azadpur Mandi,Delhi,Delhi,49.17,7149,B
2022-04-16,Soybean,Vashi Market,Maharashtra,Mumbai,45.12,10226,C
2022-04-16,Soybean,Yeshwanthpur,Karnataka,Bangalore,48.59,5058,C
2022-04-16,Soybean,Ludhiana Mandi,Punjab,Ludhiana,45.35,5305,A
2022-04-16,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,47.79,10926,C
2022-04-17,Tomato,Azadpur Mandi,Delhi,Delhi,31.36,11475,C
2022-04-17,Tomato,Vashi Market,Maharashtra,Mumbai,30.96,11154,C
2022-04-17,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.50,11606,B
2022-04-17,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.32,9744,A
2022-04-17,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,31.12,10119,A
2022-04-17,Onion,Azadpur Mandi,Delhi,Delhi,35.23,3051,C
2022-04-17,Onion,Vashi Market,Maharashtra,Mumbai,40.13,7798,C
2022-04-17,Onion,Yeshwanthpur,Karnataka,Bangalore,40.10,6252,A
2022-04-17,Onion,Ludhiana Mandi,Punjab,Ludhiana,37.24,9872,C
2022-04-17,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,37.46,6596,C
2022-04-17,Potato,Azadpur Mandi,Delhi,Delhi,25.72,5579,A
2022-04-17,Potato,Vashi Market,Maharashtra,Mumbai,24.98,6480,C
2022-04-17,Potato,Yeshwanthpur,Karnataka,Bangalore,22.25,4155,C
2022-04-17,Potato,Ludhiana Mandi,Punjab,Ludhiana,20.61,11072,C
2022-04-17,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,20.95,6217,C
2022-04-17,Wheat,Azadpur Mandi,Delhi,Delhi,24.78,11174,C
2022-04-17,Wheat,Vashi Market,Maharashtra,Mumbai,23.71,10284,A
2022-04-17,Wheat,Yeshwanthpur,Karnataka,Bangalore,27.43,10889,C
2022-04-17,Wheat,Ludhiana Mandi,Punjab,Ludhiana,24.63,2096,A
2022-04-17,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,23.79,11219,A
2022-04-17,Rice,Azadpur Mandi,Delhi,Delhi,35.53,6859,C
2022-04-17,Rice,Vashi Market,Maharashtra,Mumbai,32.86,4055,B
2022-04-17,Rice,Yeshwanthpur,Karnataka,Bangalore,35.35,7097,C
2022-04-17,Rice,Ludhiana Mandi,Punjab,Ludhiana,31.49,2102,C
2022-04-17,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,32.86,9182,B
2022-04-17,Cotton,Azadpur Mandi,Delhi,Delhi,57.97,6666,A
2022-04-17,Cotton,Vashi Market,Maharashtra,Mumbai,58.67,8066,C
2022-04-17,Cotton,Yeshwanthpur,Karnataka,Bangalore,58.97,8164,C
2022-04-17,Cotton,Ludhiana Mandi,Punjab,Ludhiana,57.62,11230,C
2022-04-17,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,62.60,9023,B
2022-04-17,Soybean,Azadpur Mandi,Delhi,Delhi,48.35,9182,A
2022-04-17,Soybean,Vashi Market,Maharashtra,Mumbai,47.64,6507,A
2022-04-17,Soybean,Yeshwanthpur,Karnataka,Bangalore,47.92,4312,A
2022-04-17,Soybean,Ludhiana Mandi,Punjab,Ludhiana,50.18,7139,B
2022-04-17,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.05,9334,C
2022-04-18,Tomato,Azadpur Mandi,Delhi,Delhi,32.51,8722,C
2022-04-18,Tomato,Vashi Market,Maharashtra,Mumbai,30.48,10625,A
2022-04-18,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.55,11942,B
2022-04-18,Tomato,Ludhiana Mandi,Punjab,Ludhiana,30.58,5663,C
2022-04-18,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,27.94,5257,A
2022-04-18,Onion,Azadpur Mandi,Delhi,Delhi,35.37,5978,B
2022-04-18,Onion,Vashi Market,Maharashtra,Mumbai,38.95,3091,B
2022-04-18,Onion,Yeshwanthpur,Karnataka,Bangalore,36.35,10852,C
2022-04-18,Onion,Ludhiana Mandi,Punjab,Ludhiana,35.54,8274,A
2022-04-18,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,34.75,6799,A
2022-04-18,Potato,Azadpur Mandi,Delhi,Delhi,23.50,11832,B
2022-04-18,Potato,Vashi Market,Maharashtra,Mumbai,22.56,5325,A
2022-04-18,Potato,Yeshwanthpur,Karnataka,Bangalore,24.85,10001,B
2022-04-18,Potato,Ludhiana Mandi,Punjab,Ludhiana,22.84,10031,C
2022-04-18,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,21.32,2078,C
2022-04-18,Wheat,Azadpur Mandi,Delhi,Delhi,23.39,5285,C
2022-04-18,Wheat,Vashi Market,Maharashtra,Mumbai,27.15,8875,B
2022-04-18,Wheat,Yeshwanthpur,Karnataka,Bangalore,28.23,2049,C
2022-04-18,Wheat,Ludhiana Mandi,Punjab,Ludhiana,26.20,7471,C
2022-04-18,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,29.25,10063,A
2022-04-18,Rice,Azadpur Mandi,Delhi,Delhi,30.52,9354,B
2022-04-18,Rice,Vashi Market,Maharashtra,Mumbai,32.36,5137,B
2022-04-18,Rice,Yeshwanthpur,Karnataka,Bangalore,35.89,10697,B
2022-04-18,Rice,Ludhiana Mandi,Punjab,Ludhiana,31.75,9784,A
2022-04-18,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,36.02,4566,C
2022-04-18,Cotton,Azadpur Mandi,Delhi,Delhi,59.61,6331,C
2022-04-18,Cotton,Vashi Market,Maharashtra,Mumbai,59.34,6953,B
2022-04-18,Cotton,Yeshwanthpur,Karnataka,Bangalore,57.79,4364,B
2022-04-18,Cotton,Ludhiana Mandi,Punjab,Ludhiana,57.47,10769,C
2022-04-18,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,60.99,2229,A
2022-04-18,Soybean,Azadpur Mandi,Delhi,Delhi,48.07,7905,B
2022-04-18,Soybean,Vashi Market,Maharashtra,Mumbai,46.00,7761,A
2022-04-18,Soybean,Yeshwanthpur,Karnataka,Bangalore,47.36,6284,B
2022-04-18,Soybean,Ludhiana Mandi,Punjab,Ludhiana,45.70,9751,A
2022-04-18,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,47.96,4346,C
2022-04-19,Tomato,Azadpur Mandi,Delhi,Delhi,29.61,7657,C
2022-04-19,Tomato,Vashi Market,Maharashtra,Mumbai,32.95,8101,B
2022-04-19,Tomato,Yeshwanthpur,Karnataka,Bangalore,29.96,4782,C
2022-04-19,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.29,4326,C
2022-04-19,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,28.16,10657,B
2022-04-19,Onion,Azadpur Mandi,Delhi,Delhi,40.13,2107,C
2022-04-19,Onion,Vashi Market,Maharashtra,Mumbai,35.47,4018,C
2022-04-19,Onion,Yeshwanthpur,Karnataka,Bangalore,35.92,9323,B
2022-04-19,Onion,Ludhiana Mandi,Punjab,Ludhiana,37.64,8457,A
2022-04-19,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,35.02,2359,C
2022-04-19,Potato,Azadpur Mandi,Delhi,Delhi,21.57,10947,B
2022-04-19,Potato,Vashi Market,Maharashtra,Mumbai,20.37,11113,C
2022-04-19,Potato,Yeshwanthpur,Karnataka,Bangalore,26.30,3867,C
2022-04-19,Potato,Ludhiana Mandi,Punjab,Ludhiana,24.87,9505,A
2022-04-19,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,24.69,10342,A
2022-04-19,Wheat,Azadpur Mandi,Delhi,Delhi,27.71,10732,B
2022-04-19,Wheat,Vashi Market,Maharashtra,Mumbai,27.23,5351,C
2022-04-19,Wheat,Yeshwanthpur,Karnataka,Bangalore,24.12,8294,A
2022-04-19,Wheat,Ludhiana Mandi,Punjab,Ludhiana,26.76,4399,C
2022-04-19,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,25.30,9362,B
2022-04-19,Rice,Azadpur Mandi,Delhi,Delhi,34.82,6760,C
2022-04-19,Rice,Vashi Market,Maharashtra,Mumbai,34.62,6014,A
2022-04-19,Rice,Yeshwanthpur,Karnataka,Bangalore,31.26,6584,A
2022-04-19,Rice,Ludhiana Mandi,Punjab,Ludhiana,33.43,11700,C
2022-04-19,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,34.19,5139,B
2022-04-19,Cotton,Azadpur Mandi,Delhi,Delhi,62.12,5373,B
2022-04-19,Cotton,Vashi Market,Maharashtra,Mumbai,58.70,11001,A
2022-04-19,Cotton,Yeshwanthpur,Karnataka,Bangalore,60.17,9474,A
2022-04-19,Cotton,Ludhiana Mandi,Punjab,Ludhiana,61.93,2036,C
2022-04-19,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,62.84,4991,A
2022-04-19,Soybean,Azadpur Mandi,Delhi,Delhi,49.53,7920,C
2022-04-19,Soybean,Vashi Market,Maharashtra,Mumbai,45.16,10451,B
2022-04-19,Soybean,Yeshwanthpur,Karnataka,Bangalore,48.97,2365,C
2022-04-19,Soybean,Ludhiana Mandi,Punjab,Ludhiana,48.12,9648,C
2022-04-19,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,49.03,8729,C
2022-04-20,Tomato,Azadpur Mandi,Delhi,Delhi,30.27,6960,A
2022-04-20,Tomato,Vashi Market,Maharashtra,Mumbai,29.64,9789,A
2022-04-20,Tomato,Yeshwanthpur,Karnataka,Bangalore,31.17,4578,C
2022-04-20,Tomato,Ludhiana Mandi,Punjab,Ludhiana,32.35,2123,C
2022-04-20,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,28.64,2028,C
2022-04-20,Onion,Azadpur Mandi,Delhi,Delhi,37.84,4330,C
2022-04-20,Onion,Vashi Market,Maharashtra,Mumbai,36.37,4843,A
2022-04-20,Onion,Yeshwanthpur,Karnataka,Bangalore,36.75,4887,B
2022-04-20,Onion,Ludhiana Mandi,Punjab,Ludhiana,35.46,8689,A
2022-04-20,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,39.72,3345,C
2022-04-20,Potato,Azadpur Mandi,Delhi,Delhi,25.98,8206,A
2022-04-20,Potato,Vashi Market,Maharashtra,Mumbai,21.92,4734,C
2022-04-20,Potato,Yeshwanthpur,Karnataka,Bangalore,20.38,8731,B
2022-04-20,Potato,Ludhiana Mandi,Punjab,Ludhiana,25.98,10431,C
2022-04-20,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,21.60,8312,C
2022-04-20,Wheat,Azadpur Mandi,Delhi,Delhi,26.54,2827,B
2022-04-20,Wheat,Vashi Market,Maharashtra,Mumbai,26.26,6433,C
2022-04-20,Wheat,Yeshwanthpur,Karnataka,Bangalore,26.15,3296,A
2022-04-20,Wheat,Ludhiana Mandi,Punjab,Ludhiana,29.17,10063,C
2022-04-20,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,29.10,5727,B
2022-04-20,Rice,Azadpur Mandi,Delhi,Delhi,34.22,4777,A
2022-04-20,Rice,Vashi Market,Maharashtra,Mumbai,35.51,3922,A
2022-04-20,Rice,Yeshwanthpur,Karnataka,Bangalore,32.93,5022,A
2022-04-20,Rice,Ludhiana Mandi,Punjab,Ludhiana,32.28,5714,C
2022-04-20,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,35.08,5533,C
2022-04-20,Cotton,Azadpur Mandi,Delhi,Delhi,61.58,8261,A
2022-04-20,Cotton,Vashi Market,Maharashtra,Mumbai,58.01,11546,A
2022-04-20,Cotton,Yeshwanthpur,Karnataka,Bangalore,61.68,10467,B
2022-04-20,Cotton,Ludhiana Mandi,Punjab,Ludhiana,63.24,7083,A
2022-04-20,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,62.59,6379,A
2022-04-20,Soybean,Azadpur Mandi,Delhi,Delhi,45.07,8274,C
2022-04-20,Soybean,Vashi Market,Maharashtra,Mumbai,46.28,3064,C
2022-04-20,Soybean,Yeshwanthpur,Karnataka,Bangalore,47.86,8752,B
2022-04-20,Soybean,Ludhiana Mandi,Punjab,Ludhiana,48.98,5529,A
2022-04-20,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.80,10863,B
2022-04-21,Tomato,Azadpur Mandi,Delhi,Delhi,30.49,7552,A
2022-04-21,Tomato,Vashi Market,Maharashtra,Mumbai,29.75,7527,C
2022-04-21,Tomato,Yeshwanthpur,Karnataka,Bangalore,30.62,9444,A
2022-04-21,Tomato,Ludhiana Mandi,Punjab,Ludhiana,27.77,2666,C
2022-04-21,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,31.58,8995,C
2022-04-21,Onion,Azadpur Mandi,Delhi,Delhi,38.73,5509,A
2022-04-21,Onion,Vashi Market,Maharashtra,Mumbai,38.24,4204,B
2022-04-21,Onion,Yeshwanthpur,Karnataka,Bangalore,37.58,10297,A
2022-04-21,Onion,Ludhiana Mandi,Punjab,Ludhiana,34.96,4249,A
2022-04-21,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,35.60,10554,B
2022-04-21,Potato,Azadpur Mandi,Delhi,Delhi,24.48,2017,C
2022-04-21,Potato,Vashi Market,Maharashtra,Mumbai,25.97,8990,C
2022-04-21,Potato,Yeshwanthpur,Karnataka,Bangalore,26.01,8009,A
2022-04-21,Potato,Ludhiana Mandi,Punjab,Ludhiana,20.53,10105,C
2022-04-21,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,22.13,5068,B
2022-04-21,Wheat,Azadpur Mandi,Delhi,Delhi,27.05,5307,C
2022-04-21,Wheat,Vashi Market,Maharashtra,Mumbai,23.54,11338,C
2022-04-21,Wheat,Yeshwanthpur,Karnataka,Bangalore,28.78,4350,C
2022-04-21,Wheat,Ludhiana Mandi,Punjab,Ludhiana,28.39,4907,A
2022-04-21,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,24.01,8761,C
2022-04-21,Rice,Azadpur Mandi,Delhi,Delhi,30.90,8352,B
2022-04-21,Rice,Vashi Market,Maharashtra,Mumbai,31.08,8557,B
2022-04-21,Rice,Yeshwanthpur,Karnataka,Bangalore,33.25,2616,C
2022-04-21,Rice,Ludhiana Mandi,Punjab,Ludhiana,34.63,5919,C
2022-04-21,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,34.42,4566,C
2022-04-21,Cotton,Azadpur Mandi,Delhi,Delhi,60.34,3711,B
2022-04-21,Cotton,Vashi Market,Maharashtra,Mumbai,61.51,6044,C
2022-04-21,Cotton,Yeshwanthpur,Karnataka,Bangalore,61.85,7755,C
2022-04-21,Cotton,Ludhiana Mandi,Punjab,Ludhiana,60.87,11905,B
2022-04-21,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,60.30,11904,C
2022-04-21,Soybean,Azadpur Mandi,Delhi,Delhi,49.80,7464,A
2022-04-21,Soybean,Vashi Market,Maharashtra,Mumbai,47.10,7059,B
2022-04-21,Soybean,Yeshwanthpur,Karnataka,Bangalore,44.80,5213,B
2022-04-21,Soybean,Ludhiana Mandi,Punjab,Ludhiana,47.68,6283,B
2022-04-21,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,46.64,3879,B
2022-04-22,Tomato,Azadpur Mandi,Delhi,Delhi,27.70,2280,C
2022-04-22,Tomato,Vashi Market,Maharashtra,Mumbai,30.95,8778,C
2022-04-22,Tomato,Yeshwanthpur,Karnataka,Bangalore,29.88,11716,B
2022-04-22,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.86,2852,A
2022-04-22,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,32.86,6311,A
2022-04-22,Onion,Azadpur Mandi,Delhi,Delhi,35.73,5343,C
2022-04-22,Onion,Vashi Market,Maharashtra,Mumbai,35.14,9790,C
